city,state_id,state_name
Garber,OK,Oklahoma
Mendocino,CA,California
Margaretville,NY,New York
Langeloth,PA,Pennsylvania
Loghill Village,CO,Colorado
Chestertown,NY,New York
East Ellijay,GA,Georgia
Potwin,KS,Kansas
Rawson,OH,Ohio
Virgin,UT,Utah
Lake Village,IN,Indiana
Oxford,IA,Iowa
St. Meinrad,IN,Indiana
Howe,IN,Indiana
Cliffside,NC,North Carolina
Lassalle Comunidad,PR,Puerto Rico
Beverly,WV,West Virginia
Idaho City,ID,Idaho
Chesterfield,TN,Tennessee
Franklin,ID,Idaho
Hartland,MI,Michigan
Peconic,NY,New York
Fincastle,VA,Virginia
Timberlake,OH,Ohio
Sawmill,AZ,Arizona
Bakersville,NC,North Carolina
Iron Mountain Lake,MO,Missouri
Poulan,GA,Georgia
Mooresburg,TN,Tennessee
Dawson,IL,Illinois
Red Creek,NY,New York
Avoca,IN,Indiana
Friendship,TN,Tennessee
Rio,FL,Florida
Burke,SD,South Dakota
Cactus Forest,AZ,Arizona
Kasilof,AK,Alaska
Leola,AR,Arkansas
Presque Isle Harbor,MI,Michigan
Balmorhea,TX,Texas
Redfield,IA,Iowa
Westmoreland,KS,Kansas
Corbin City,NJ,New Jersey
Agency,MO,Missouri
Mackinaw City,MI,Michigan
Tuscola,TX,Texas
Gideon,MO,Missouri
Pine Ridge,SC,South Carolina
Davenport,OK,Oklahoma
Alta,CA,California
Grapeview,WA,Washington
Findlay,IL,Illinois
Elysian,MN,Minnesota
Gordonville,PA,Pennsylvania
Mountain Gate,CA,California
Wilroads Gardens,KS,Kansas
Sunset Village,GA,Georgia
South Wilmington,IL,Illinois
Hillcrest,TX,Texas
Queen City,MO,Missouri
Overton,NE,Nebraska
Salisbury,PA,Pennsylvania
Schaller,IA,Iowa
Fort White,FL,Florida
Cherry Valley,AR,Arkansas
Plandome Manor,NY,New York
Tamms,IL,Illinois
Chaumont,NY,New York
Traver,CA,California
Fountain City,IN,Indiana
Misenheimer,NC,North Carolina
Corinne,UT,Utah
Bradley Junction,FL,Florida
Deemston,PA,Pennsylvania
Linn,TX,Texas
Anmoore,WV,West Virginia
Continental Courts,PA,Pennsylvania
Woodruff,WI,Wisconsin
Corinna,ME,Maine
Elsah,IL,Illinois
Molena,GA,Georgia
Heron Lake,MN,Minnesota
Evarts,KY,Kentucky
Grantsville,MD,Maryland
Wheatfield,IN,Indiana
Greensboro,FL,Florida
Elmwood,NE,Nebraska
Woodville Farm Labor Camp,CA,California
La Center,KY,Kentucky
Eden Roc,HI,Hawaii
Cohutta,GA,Georgia
Vermontville,MI,Michigan
Millerstown,PA,Pennsylvania
Dale,SC,South Carolina
Dahlgren,IL,Illinois
Indian Springs,TX,Texas
Miller,MO,Missouri
Junction City,LA,Louisiana
Brent,OK,Oklahoma
Sanders,AZ,Arizona
Isle,MN,Minnesota
Coleman,WI,Wisconsin
Englewood,PA,Pennsylvania
Clifton,ID,Idaho
Algoma,MS,Mississippi
Athol,ID,Idaho
East Vandergrift,PA,Pennsylvania
Huntsville,UT,Utah
Freedom Plains,NY,New York
Merrill,OR,Oregon
Montreal,WI,Wisconsin
Kapp Heights,PA,Pennsylvania
Finley,TN,Tennessee
Dahlgren Center,VA,Virginia
Aguanga,CA,California
Sequatchie,TN,Tennessee
Mora,NM,New Mexico
Vader,WA,Washington
Puryear,TN,Tennessee
Suttons Bay,MI,Michigan
Yadkin College,NC,North Carolina
Fairfax,MO,Missouri
Roachdale,IN,Indiana
Cambria,WI,Wisconsin
Hollis Crossroads,AL,Alabama
Beaverdale,PA,Pennsylvania
Stanford,IL,Illinois
Darbydale,OH,Ohio
Magnolia,KY,Kentucky
Inglewood,NE,Nebraska
Round Hill,VA,Virginia
Elkhart,IA,Iowa
Courtland,MN,Minnesota
Redmond,UT,Utah
Rule,TX,Texas
Wayland,MO,Missouri
Thurston,OH,Ohio
Oxford,AR,Arkansas
Neopit,WI,Wisconsin
Parker,PA,Pennsylvania
Kilmichael,MS,Mississippi
Crystal Beach,NY,New York
Tiskilwa,IL,Illinois
Escalante,UT,Utah
Hoboken,GA,Georgia
Ainsworth,IA,Iowa
Lake Winola,PA,Pennsylvania
Green Spring,KY,Kentucky
Murray,IA,Iowa
Morrison,OK,Oklahoma
East Millstone,NJ,New Jersey
Bloomdale,OH,Ohio
Lake Saint Clair,MO,Missouri
Winchester,OK,Oklahoma
Stewartsville,MO,Missouri
Aroma Park,IL,Illinois
Union,LA,Louisiana
West Winfield,NY,New York
Hooversville,PA,Pennsylvania
Camden,MI,Michigan
Arivaca,AZ,Arizona
Brownsville,WI,Wisconsin
Clifton,SC,South Carolina
Nelliston,NY,New York
Godley,IL,Illinois
Clarkston,UT,Utah
Scotts Corners,NY,New York
Piney Grove,GA,Georgia
Dana,IN,Indiana
Riegelwood,NC,North Carolina
Verona,MO,Missouri
Cokeburg,PA,Pennsylvania
North Creek,NY,New York
Nuangola,PA,Pennsylvania
Beverly Shores,IN,Indiana
McRae,AR,Arkansas
Avon,IL,Illinois
Fairfield,MT,Montana
Willow Valley,AZ,Arizona
Piltzville,MT,Montana
Wabasso,FL,Florida
Opal,VA,Virginia
Hodge,LA,Louisiana
Loon Lake,WA,Washington
Beemer,NE,Nebraska
Brownsville,MN,Minnesota
Graford,TX,Texas
Asher,OK,Oklahoma
Saltsburg,PA,Pennsylvania
Goose Creek Lake,MO,Missouri
Marble Cliff,OH,Ohio
Westley,CA,California
Mongaup Valley,NY,New York
Golden,IL,Illinois
Isleta,NM,New Mexico
Bainbridge,IN,Indiana
Springer,OK,Oklahoma
Micro,NC,North Carolina
Thaxton,MS,Mississippi
Ponemah,MN,Minnesota
Montfort,WI,Wisconsin
Brighton,IA,Iowa
Tipton,PA,Pennsylvania
Goessel,KS,Kansas
Rapids,NY,New York
Sharptown,MD,Maryland
Waverly,WV,West Virginia
Ponce de Leon,FL,Florida
Morrison,TN,Tennessee
Chamberino,NM,New Mexico
Mosier,OR,Oregon
Washington,OK,Oklahoma
Santa Clara,PR,Puerto Rico
Keefton,OK,Oklahoma
Blythe,GA,Georgia
Lakeside,OH,Ohio
Rock Ridge,CT,Connecticut
Knightsville,IN,Indiana
Eastover,SC,South Carolina
Indian Lake Estates,FL,Florida
Cordova,IL,Illinois
Green Mountain Falls,CO,Colorado
Mott,ND,North Dakota
Maple Rapids,MI,Michigan
Darby,MT,Montana
Paa-Ko,NM,New Mexico
Sycamore Hills,MO,Missouri
Bigfoot,TX,Texas
Hendricks,MN,Minnesota
Cairo,OH,Ohio
Varna,NY,New York
Spencer,OH,Ohio
Vicksburg,AZ,Arizona
Thatcher,UT,Utah
Lincoln Park,GA,Georgia
Magdalena,NM,New Mexico
Buckland,AK,Alaska
The University of Virginia's College at Wise,VA,Virginia
Chrisney,IN,Indiana
Wilson,KS,Kansas
Brownsdale,MN,Minnesota
Smiths Grove,KY,Kentucky
Carbonado,WA,Washington
Holton,IN,Indiana
Colman,SD,South Dakota
North City,IL,Illinois
Zena,NY,New York
Mathews,VA,Virginia
Adena,OH,Ohio
Benoit,MS,Mississippi
Rocky Mountain,OK,Oklahoma
Ellsworth,PA,Pennsylvania
Housatonic,MA,Massachusetts
Juniata,NE,Nebraska
Yatesville,PA,Pennsylvania
El Rito,NM,New Mexico
Sandy Hollow-Escondidas,TX,Texas
Piñas,PR,Puerto Rico
LaMoure,ND,North Dakota
Junction City,AR,Arkansas
Plain,WI,Wisconsin
Milnor,ND,North Dakota
Lizton,IN,Indiana
Mangham,LA,Louisiana
Forest Junction,WI,Wisconsin
El Duende,NM,New Mexico
Volcano Golf Course,HI,Hawaii
Ridgecrest,LA,Louisiana
Reynolds,IL,Illinois
Circle City,AZ,Arizona
Neapolis,OH,Ohio
Norwood,MO,Missouri
Union Grove,TX,Texas
Sterling,OK,Oklahoma
Union,IL,Illinois
Blue Ridge Summit,PA,Pennsylvania
Meadowlands,PA,Pennsylvania
Gibson,NC,North Carolina
Attica,KS,Kansas
Etna,OH,Ohio
Cherokee,KS,Kansas
Minor Hill,TN,Tennessee
Kiowa,OK,Oklahoma
Lovelady,TX,Texas
Millerton,CA,California
Bowersville,GA,Georgia
Goochland,VA,Virginia
Draper,VA,Virginia
Pikeville,NC,North Carolina
Vandling,PA,Pennsylvania
Airport Drive,MO,Missouri
Douglas City,CA,California
Cadwell,GA,Georgia
Columbia,NC,North Carolina
Midland,MD,Maryland
Zavalla,TX,Texas
Jefferson,SD,South Dakota
Pippa Passes,KY,Kentucky
Highland Holiday,OH,Ohio
Holden,WV,West Virginia
Albion,WA,Washington
Butte Creek Canyon,CA,California
Sunfield,MI,Michigan
Humboldt,SD,South Dakota
Estherwood,LA,Louisiana
Cannonsburg,KY,Kentucky
Alhambra,IL,Illinois
Arcadia,OH,Ohio
Ridge Spring,SC,South Carolina
Unionville,PA,Pennsylvania
Fairfield,PA,Pennsylvania
Marion,LA,Louisiana
Grangerland,TX,Texas
Cold Springs,CA,California
Alpha,IL,Illinois
Brandon,MN,Minnesota
Holdingford,MN,Minnesota
Mayesville,SC,South Carolina
Sunset Lake,NJ,New Jersey
Bergman,AR,Arkansas
Sandyfield,NC,North Carolina
West Goshen,CA,California
Conneaut Lake,PA,Pennsylvania
Calhoun,TN,Tennessee
Camp Douglas,WI,Wisconsin
Elwood,NE,Nebraska
Liberal,MO,Missouri
Castleton Four Corners,VT,Vermont
Bradford,IL,Illinois
Stanwood,IA,Iowa
Lakota,ND,North Dakota
Ozawkie,KS,Kansas
Delano,TN,Tennessee
Fontanelle,IA,Iowa
Chula Vista,TX,Texas
Shiloh,OH,Ohio
Merrimac,WI,Wisconsin
Garibaldi,OR,Oregon
Grafton,IL,Illinois
New Home,TX,Texas
Annetta South,TX,Texas
Grand Isle,LA,Louisiana
Parcelas Nuevas,PR,Puerto Rico
Nelsonville,NY,New York
Roscoe,PA,Pennsylvania
Seneca Gardens,KY,Kentucky
Rangeley,ME,Maine
Bevier,MO,Missouri
Stonington,IL,Illinois
Chilton,TX,Texas
Bandera,TX,Texas
Marine on St. Croix,MN,Minnesota
Clarkson,NE,Nebraska
Clear Lake,MN,Minnesota
Wauzeka,WI,Wisconsin
Center,ND,North Dakota
Jasper,MN,Minnesota
Geyserville,CA,California
Conway,NC,North Carolina
Rose City,MI,Michigan
Chili,NM,New Mexico
Honeoye,NY,New York
North High Shoals,GA,Georgia
Bauxite,AR,Arkansas
Cinco Bayou,FL,Florida
Haileyville,OK,Oklahoma
Palmyra,NE,Nebraska
Lenox,GA,Georgia
Arroyo Colorado Estates,TX,Texas
Pettus,TX,Texas
Marquette,KS,Kansas
Bloomingdale,MI,Michigan
Smith River,CA,California
Ravine,PA,Pennsylvania
Rocky Fork Point,OH,Ohio
Stratford,IA,Iowa
Adair,OK,Oklahoma
Scranton,KS,Kansas
Loch Lloyd,MO,Missouri
Bedford Park,IL,Illinois
Timber Lake,SD,South Dakota
Mountain View,OK,Oklahoma
Schwana,WA,Washington
Trenton,TX,Texas
Bowmans Addition,MD,Maryland
Pin Oak Acres,OK,Oklahoma
Charleston,TN,Tennessee
Waynesfield,OH,Ohio
Cedar Vale,KS,Kansas
Beach City,OH,Ohio
Blandinsville,IL,Illinois
Howard,KS,Kansas
Wildwood,GA,Georgia
Derby Line,VT,Vermont
Pleasant Hope,MO,Missouri
Hickory Flat,MS,Mississippi
Argyle,MN,Minnesota
Kahite,TN,Tennessee
Loa,UT,Utah
Russell,IA,Iowa
Happy Valley,AK,Alaska
Jeffersonville,VT,Vermont
Paris,ID,Idaho
Glen St. Mary,FL,Florida
Yarnell,AZ,Arizona
Cowley,WY,Wyoming
Bairoa La Veinticinco,PR,Puerto Rico
Bethel,ME,Maine
Mount Victory,OH,Ohio
Mossyrock,WA,Washington
Portland,ND,North Dakota
Western Grove,AR,Arkansas
Sky Valley,GA,Georgia
Pilot Grove,MO,Missouri
Boykins,VA,Virginia
Bay View,WA,Washington
Pownal,VT,Vermont
Jonesport,ME,Maine
Big Stone City,SD,South Dakota
Helena,SC,South Carolina
Caledonia,OH,Ohio
San Luis,CO,Colorado
Grimes,AL,Alabama
Culbertson,MT,Montana
Fairview Crossroads,SC,South Carolina
Marion Heights,PA,Pennsylvania
Campobello,SC,South Carolina
Bowdens,NC,North Carolina
Glenwood,UT,Utah
Valle Vista,NM,New Mexico
Potosi,WI,Wisconsin
Kadoka,SD,South Dakota
Ireton,IA,Iowa
Woodland Hills,KY,Kentucky
Cowen,WV,West Virginia
Kirtland Hills,OH,Ohio
North Rose,NY,New York
Metamora,MI,Michigan
Quilcene,WA,Washington
Roeville,FL,Florida
Kiowa,CO,Colorado
Oneida Castle,NY,New York
Kingsville,OH,Ohio
Kennard,IN,Indiana
Homeworth,OH,Ohio
Welch,OK,Oklahoma
Central City,AR,Arkansas
The Cliffs Valley,SC,South Carolina
Sandersville,MS,Mississippi
Ozark Acres,AR,Arkansas
Canistota,SD,South Dakota
North Washington,CO,Colorado
Fairland,IN,Indiana
Millington,IL,Illinois
Bayview,TX,Texas
Elgin,ND,North Dakota
McDonald Chapel,AL,Alabama
Cowiche,WA,Washington
Bluford,IL,Illinois
Troy,IN,Indiana
The Lakes,MN,Minnesota
Paxton,FL,Florida
Wartrace,TN,Tennessee
Deweyville,TX,Texas
Virginia City,NV,Nevada
Delaware Water Gap,PA,Pennsylvania
Clinton,MT,Montana
Blair,OK,Oklahoma
Lake Hughes,CA,California
Gaylordsville,CT,Connecticut
St. Mary's,AK,Alaska
Point Hope,AK,Alaska
Maguayo,PR,Puerto Rico
Webster,WI,Wisconsin
Perdido,AL,Alabama
Circleville,UT,Utah
Fleming,CO,Colorado
Kinsman Center,OH,Ohio
Braymer,MO,Missouri
Indianola,CA,California
Trufant,MI,Michigan
Colbert,GA,Georgia
Parker School,MT,Montana
Heuvelton,NY,New York
Van Bibber Lake,IN,Indiana
Gila Crossing,AZ,Arizona
Marshall,NC,North Carolina
Melba,ID,Idaho
Alma,WI,Wisconsin
Scotland,SD,South Dakota
Ona,FL,Florida
Marengo,IN,Indiana
Harleyville,SC,South Carolina
Crowell,TX,Texas
Sherwood Shores,TX,Texas
Nicholson,PA,Pennsylvania
Warrior Run,PA,Pennsylvania
Remy,OK,Oklahoma
New Straitsville,OH,Ohio
Johnson Siding,SD,South Dakota
Pennwyn,PA,Pennsylvania
Lyons,OH,Ohio
Ramona,OK,Oklahoma
Palo Seco,PR,Puerto Rico
Malden,WV,West Virginia
Hill City,MN,Minnesota
New Hamburg,NY,New York
Canton,KS,Kansas
Taholah,WA,Washington
Doe Run,MO,Missouri
Fairview,AL,Alabama
Niantic,IL,Illinois
Cedar Point,TX,Texas
Oak Park,GA,Georgia
Lake Seneca,OH,Ohio
Throckmorton,TX,Texas
Motley,VA,Virginia
Golinda,TX,Texas
Elizabeth,LA,Louisiana
East Randolph,NY,New York
Millers Lake,MI,Michigan
Lytle Creek,CA,California
Masthope,PA,Pennsylvania
Kreamer,PA,Pennsylvania
Rocky Hill,NJ,New Jersey
Penney Farms,FL,Florida
Modena,PA,Pennsylvania
Hardin,MO,Missouri
Allendale,IL,Illinois
Mohall,ND,North Dakota
Crooked Creek,GA,Georgia
Pultneyville,NY,New York
Villa Esperanza,PR,Puerto Rico
Queen Valley,AZ,Arizona
Unionville,MI,Michigan
Ellsinore,MO,Missouri
New Hebron,MS,Mississippi
Hayes,LA,Louisiana
Rolette,ND,North Dakota
Dongola,IL,Illinois
Peninsula,OH,Ohio
Port Sanilac,MI,Michigan
Vici,OK,Oklahoma
Dundee,OH,Ohio
Homecroft,IN,Indiana
Hagerman,NM,New Mexico
Damascus,VA,Virginia
Holiday Hills,IL,Illinois
Armour,SD,South Dakota
Cattle Creek,CO,Colorado
Buffalo Lake,MN,Minnesota
Friendship,WI,Wisconsin
Gettysburg,OH,Ohio
Salem,KY,Kentucky
White River,SD,South Dakota
Bradford,AR,Arkansas
Somerville,AL,Alabama
Rocky Ripple,IN,Indiana
Cynthiana,IN,Indiana
Mathiston,MS,Mississippi
Goshen,OH,Ohio
Hedrick,IA,Iowa
Peletier,NC,North Carolina
Stockport,OH,Ohio
Pangburn,AR,Arkansas
Sewickley Heights,PA,Pennsylvania
Cushing,TX,Texas
Linden,IN,Indiana
War,WV,West Virginia
Taycheedah,WI,Wisconsin
Red Mesa,AZ,Arizona
Klemme,IA,Iowa
Saltillo,TN,Tennessee
Niederwald,TX,Texas
Iron River,WI,Wisconsin
Lattimore,NC,North Carolina
Concorde Hills,OH,Ohio
Lanesboro,PA,Pennsylvania
Leeds,UT,Utah
Port Matilda,PA,Pennsylvania
Gibraltar,PA,Pennsylvania
Retreat,TX,Texas
Sligo,PA,Pennsylvania
Rollingstone,MN,Minnesota
West Bend,IA,Iowa
Esperanza,PR,Puerto Rico
Poplar,WI,Wisconsin
Barnes Lake,MI,Michigan
Sunset,TX,Texas
Gilbert,SC,South Carolina
Naches,WA,Washington
Grand Ridge,IL,Illinois
Hatley,MS,Mississippi
Mallow,VA,Virginia
Milroy,IN,Indiana
Hungry Horse,MT,Montana
Gary,WV,West Virginia
Bardwell,TX,Texas
Rockleigh,NJ,New Jersey
Kellogg,IA,Iowa
Sandy Hook,KY,Kentucky
Bucklin,KS,Kansas
Brownsboro Farm,KY,Kentucky
Port Leyden,NY,New York
Sankertown,PA,Pennsylvania
Gibsland,LA,Louisiana
Minden,IA,Iowa
Howells,NE,Nebraska
North Freedom,WI,Wisconsin
Waldron,IN,Indiana
Cascade,MT,Montana
Edgerton,MO,Missouri
Rosalia,WA,Washington
Fort Jesup,LA,Louisiana
Rolfe,IA,Iowa
Glen White,WV,West Virginia
Rodey,NM,New Mexico
Peñasco,NM,New Mexico
Pine Harbor,TX,Texas
Noble,IL,Illinois
Malta,OH,Ohio
Palmyra,IL,Illinois
Bell Buckle,TN,Tennessee
Holiday Lakes,OH,Ohio
Oakville,WA,Washington
Calypso,NC,North Carolina
Rome,WI,Wisconsin
Leonardville,KS,Kansas
McIntosh,MN,Minnesota
Burlington,IN,Indiana
Gauley Bridge,WV,West Virginia
Lilesville,NC,North Carolina
Florien,LA,Louisiana
Oak Grove,TX,Texas
McIntyre,GA,Georgia
Wright City,OK,Oklahoma
Burnsville,WV,West Virginia
Hookerton,NC,North Carolina
Ettrick,WI,Wisconsin
Coalville,IA,Iowa
Inyokern,CA,California
Saxton,PA,Pennsylvania
Felton,PA,Pennsylvania
Albion,IA,Iowa
Farmington,IA,Iowa
Kingston,GA,Georgia
Merrillan,WI,Wisconsin
Millville,OH,Ohio
Mount Auburn,IL,Illinois
Worthington,PA,Pennsylvania
Halaula,HI,Hawaii
Biwabik,MN,Minnesota
Park City,KY,Kentucky
Mendon,OH,Ohio
Acacia Villas,FL,Florida
Fielding,UT,Utah
Mountain Lakes,NH,New Hampshire
Monroe,OR,Oregon
Tower Hill,IL,Illinois
Greenleaf,WI,Wisconsin
Santa Rosa,AZ,Arizona
Norphlet,AR,Arkansas
Jacksons' Gap,AL,Alabama
Ridgeway,WI,Wisconsin
Hull,TX,Texas
Remington,VA,Virginia
Falcon Heights,OR,Oregon
Benns Church,VA,Virginia
East View,WV,West Virginia
La Mesa,NM,New Mexico
Arley,AL,Alabama
Scotland,TX,Texas
Iberia,MO,Missouri
Cherry Grove,WA,Washington
Zephyr Cove,NV,Nevada
Star Prairie,WI,Wisconsin
Deer Creek,IL,Illinois
Knapp,WI,Wisconsin
Tangipahoa,LA,Louisiana
Eagle Bend,MN,Minnesota
Valley Acres,CA,California
Velma,OK,Oklahoma
Waverly,KS,Kansas
Unity,SC,South Carolina
Whitesville,KY,Kentucky
Fawn Lake Forest,PA,Pennsylvania
Clarks Grove,MN,Minnesota
New London,NC,North Carolina
Moulton,IA,Iowa
Maplesville,AL,Alabama
Fordsville,KY,Kentucky
Garza-Salinas II,TX,Texas
Coffeen,IL,Illinois
Nocona Hills,TX,Texas
West Point,CA,California
Hartville,MO,Missouri
Weir,MS,Mississippi
Garwin,IA,Iowa
Mocanaqua,PA,Pennsylvania
Golden City,MO,Missouri
New Market,IN,Indiana
Hilltop,OH,Ohio
Heath Springs,SC,South Carolina
Swea City,IA,Iowa
Apple Canyon Lake,IL,Illinois
Sicily Island,LA,Louisiana
Battle Lake,MN,Minnesota
Pe Ell,WA,Washington
O'Brien,OR,Oregon
Elgin,IA,Iowa
Lake Benton,MN,Minnesota
Alton,MO,Missouri
Voladoras Comunidad,PR,Puerto Rico
Solis,TX,Texas
Wolsey,SD,South Dakota
Oretta,LA,Louisiana
Shippenville,PA,Pennsylvania
Midway,NM,New Mexico
Metamora,OH,Ohio
Tijeras,NM,New Mexico
Satsop,WA,Washington
Clarissa,MN,Minnesota
Neosho,WI,Wisconsin
Capon Bridge,WV,West Virginia
Eldred,PA,Pennsylvania
Milano,TX,Texas
Big Sandy,MT,Montana
Bunker Hill,IN,Indiana
Sunlit Hills,NM,New Mexico
Hayden Lake,ID,Idaho
Clearbrook,MN,Minnesota
Binger,OK,Oklahoma
Happy,TX,Texas
Bergholz,OH,Ohio
Joppa,AL,Alabama
Buffalo,OH,Ohio
Kanosh,UT,Utah
Wheatland,MT,Montana
Pink Hill,NC,North Carolina
Polonia,WI,Wisconsin
Matthews,MO,Missouri
Skokomish,WA,Washington
Ida,MI,Michigan
Foxfield,CO,Colorado
Fincastle,KY,Kentucky
Hewlett Neck,NY,New York
Parkway,MO,Missouri
New Lothrop,MI,Michigan
Patton Village,CA,California
Hill Country Village,TX,Texas
New Florence,PA,Pennsylvania
Ririe,ID,Idaho
Morningside,NM,New Mexico
Bishopville,MD,Maryland
Vernon,FL,Florida
Altona,IL,Illinois
Gwynn,VA,Virginia
Penn,PA,Pennsylvania
Doon,IA,Iowa
Onida,SD,South Dakota
Valley Bend,WV,West Virginia
Toomsboro,GA,Georgia
Pleasant View,PA,Pennsylvania
Fuller Acres,CA,California
Pleasant Ridge,KY,Kentucky
Joliet,MT,Montana
Addison,MI,Michigan
Weaubleau,MO,Missouri
Betsy Layne,KY,Kentucky
Schram City,IL,Illinois
Haysi,VA,Virginia
Josephville,MO,Missouri
Meadow View Addition,SD,South Dakota
Evansville,MN,Minnesota
Wellington,MO,Missouri
Stannards,NY,New York
Walkerville,MT,Montana
James Town,WY,Wyoming
Burden,KS,Kansas
Weston,CT,Connecticut
Glenville,MN,Minnesota
Corder,MO,Missouri
Lone Oak,TX,Texas
Dearing,GA,Georgia
Vanderbilt,TX,Texas
Goldfield,IA,Iowa
Fort Cobb,OK,Oklahoma
Britton,MI,Michigan
Lake Park,MN,Minnesota
Auburn,WY,Wyoming
Warwick,GA,Georgia
Ruby,MI,Michigan
Ranier,MN,Minnesota
Eureka,UT,Utah
York,AZ,Arizona
Pinckard,AL,Alabama
Ruth,NC,North Carolina
Roxton,TX,Texas
Ellerslie,MD,Maryland
Oldenburg,IN,Indiana
Hosford,FL,Florida
Sugar Grove,PA,Pennsylvania
Courtdale,PA,Pennsylvania
La Paz,IN,Indiana
Graceville,MN,Minnesota
Birch Tree,MO,Missouri
Sardis,OH,Ohio
Atlanta,MI,Michigan
Raymondville,MO,Missouri
Big Sandy,TN,Tennessee
Kezar Falls,ME,Maine
Sherrard,IL,Illinois
Dalzell,IL,Illinois
Winona,TX,Texas
Hillsboro Pines,FL,Florida
Tekonsha,MI,Michigan
Austin,PA,Pennsylvania
Honduras,PR,Puerto Rico
San Ardo,CA,California
Osino,NV,Nevada
Smithville,MS,Mississippi
North Troy,VT,Vermont
Stanton,IA,Iowa
Big Delta,AK,Alaska
Lime Springs,IA,Iowa
Fern Forest,HI,Hawaii
Thornton,TX,Texas
Yah-ta-hey,NM,New Mexico
Hot Springs,MT,Montana
Lyons Falls,NY,New York
Pavo,GA,Georgia
Merigold,MS,Mississippi
Rosebud,MO,Missouri
Pleasant Plains,NJ,New Jersey
Kingfield,ME,Maine
Leawood,MO,Missouri
Seven Valleys,PA,Pennsylvania
Harrah,WA,Washington
Morganza,LA,Louisiana
Polvadera,NM,New Mexico
Ansonville,NC,North Carolina
Hawk Run,PA,Pennsylvania
Sedillo,NM,New Mexico
Agency,IA,Iowa
Zanesville,IN,Indiana
Eminence,MO,Missouri
Lovilia,IA,Iowa
Beech Bottom,WV,West Virginia
Gould,AR,Arkansas
Boomer,WV,West Virginia
Port Deposit,MD,Maryland
Iberia,OH,Ohio
Lawrenceville,PA,Pennsylvania
Pitkin,LA,Louisiana
Franklin,IL,Illinois
Sinclairville,NY,New York
East Orosi,CA,California
Oakland,PA,Pennsylvania
East Newnan,GA,Georgia
Waubeka,WI,Wisconsin
Tabernash,CO,Colorado
Knoxville,AR,Arkansas
Carlock,IL,Illinois
Solomon,AZ,Arizona
Arnett,OK,Oklahoma
Toomsuba,MS,Mississippi
McKenna,WA,Washington
Thayer,IL,Illinois
Furman,SC,South Carolina
Cedarville,IL,Illinois
Cloverdale,MS,Mississippi
Wattsville,VA,Virginia
Barnhill,OH,Ohio
Page Park,FL,Florida
Brooks,OR,Oregon
Armorel,AR,Arkansas
Corn,OK,Oklahoma
Smiley,TX,Texas
Brevig Mission,AK,Alaska
Oconomowoc Lake,WI,Wisconsin
Powellton,WV,West Virginia
Horseshoe Bend,TX,Texas
Lockesburg,AR,Arkansas
Fallon Station,NV,Nevada
Big Point,MS,Mississippi
Calpella,CA,California
Napoleonville,LA,Louisiana
Stebbins,AK,Alaska
Big Water,UT,Utah
Pennington,AL,Alabama
Hindman,KY,Kentucky
Los Luceros,NM,New Mexico
Smallwood,NY,New York
Brazos Country,TX,Texas
Mohrsville,PA,Pennsylvania
Pueblito del Carmen,PR,Puerto Rico
Limestone,OK,Oklahoma
Arcadia,MO,Missouri
Hammondsport,NY,New York
Dubois,ID,Idaho
Corriganville,MD,Maryland
Barnum,MN,Minnesota
Louisville,AL,Alabama
Dugway,UT,Utah
McDowell,KY,Kentucky
Tryon,OK,Oklahoma
Berlin,AL,Alabama
Bobtown,PA,Pennsylvania
Windsor,NJ,New Jersey
Green Acres,ND,North Dakota
Cañada de los Alamos,NM,New Mexico
Bradley,AR,Arkansas
Peck,MI,Michigan
Bowman,SC,South Carolina
Ivanhoe,MN,Minnesota
Franklin,KS,Kansas
Lidgerwood,ND,North Dakota
North Powder,OR,Oregon
Winside,NE,Nebraska
Linden,WI,Wisconsin
Parma,MO,Missouri
Sharon Springs,NY,New York
Leary,TX,Texas
Mermentau,LA,Louisiana
Killona,LA,Louisiana
Newton Grove,NC,North Carolina
Sherman,MS,Mississippi
Clayton,OK,Oklahoma
Shipman,IL,Illinois
Cedro,NM,New Mexico
Reno Beach,OH,Ohio
Fultonville,NY,New York
Luthersville,GA,Georgia
Lakehead,CA,California
West City,IL,Illinois
Roche Harbor,WA,Washington
Milton,KY,Kentucky
Wheatley,AR,Arkansas
Sedley,VA,Virginia
Pownal Center,VT,Vermont
Amboy,MN,Minnesota
Melbourne,KY,Kentucky
Cascade,WI,Wisconsin
White Haven,MT,Montana
Shickshinny,PA,Pennsylvania
Hopeland,PA,Pennsylvania
La Crosse,VA,Virginia
Paul Smiths,NY,New York
St. Edward,NE,Nebraska
Mamers,NC,North Carolina
McClellanville,SC,South Carolina
Elmwood,WI,Wisconsin
Maybee,MI,Michigan
Pinehurst,GA,Georgia
Mineral City,OH,Ohio
Murray Hill,KY,Kentucky
Witt,IL,Illinois
New Salisbury,IN,Indiana
Thunderbird Bay,TX,Texas
St. John,WA,Washington
Ocean View,NJ,New Jersey
Newell,PA,Pennsylvania
Glen Elder,KS,Kansas
Silverton,CO,Colorado
Coyle,OK,Oklahoma
Wilsonville,IL,Illinois
Carlton,MT,Montana
Lyons Switch,OK,Oklahoma
Leeton,MO,Missouri
South Cairo,NY,New York
Big Thicket Lake Estates,TX,Texas
Gates,OR,Oregon
Carolina Meadows,NC,North Carolina
